image_filename,split,class_id,x_center,y_center,width,height,used_in_training
a073438.jpg,train,0,0.882928,0.967715,0.051923,0.029877,True
a073438.jpg,train,0,0.826423,0.970167,0.050091,0.027648,True
a073532.jpg,train,0,0.945790,0.966280,0.039000,0.028986,True
a073532.jpg,train,0,0.881341,0.974251,0.067424,0.033333,True
a073532.jpg,train,0,0.816231,0.973527,0.052220,0.032850,True
a073532.jpg,train,1,0.157806,0.036522,0.085668,0.059130,False
a073532.jpg,train,1,0.814590,0.034783,0.095186,0.062609,False
a073673.jpg,train,0,0.969210,0.033816,0.019620,0.035749,True
a073673.jpg,train,0,0.980052,0.092754,0.037174,0.044444,True
a073673.jpg,train,0,0.978675,0.146135,0.037174,0.042029,True
a073921.jpg,train,1,0.974770,0.196522,0.045901,0.069565,False
a073921.jpg,train,1,0.969187,0.766087,0.047142,0.067826,False
a073923.jpg,train,0,0.936874,0.964816,0.053481,0.024972,True
a073923.jpg,train,0,0.883393,0.980201,0.049793,0.020959,True
a073923.jpg,train,0,0.824995,0.980647,0.049793,0.020067,True
a073923.jpg,train,1,0.215186,0.034783,0.067128,0.045217,False
a073923.jpg,train,1,0.774984,0.038261,0.059936,0.055652,False
a073923.jpg,train,1,0.025362,0.980089,0.047334,0.039822,False
a074031.jpg,train,,,,,,True
a074293.jpg,train,0,0.042593,0.936009,0.024387,0.032107,True
a074293.jpg,train,0,0.030720,0.878038,0.034656,0.056187,True
a074293.jpg,train,0,0.030881,0.822074,0.038827,0.047715,True
a074305.jpg,train,0,0.936937,0.951171,0.040996,0.027648,True
a074305.jpg,train,0,0.875133,0.965663,0.051555,0.020959,True
a074305.jpg,train,0,0.815503,0.963211,0.062736,0.020513,True
a074305.jpg,train,1,0.892203,0.039526,0.023491,0.021080,False
a074320.jpg,train,0,0.948697,0.958618,0.039388,0.024526,True
a074320.jpg,train,0,0.889924,0.973110,0.067082,0.025864,True
a074320.jpg,train,0,0.824996,0.974002,0.059081,0.027648,True
a074320.jpg,train,1,0.897222,0.035452,0.038772,0.016054,False
a074461.jpg,train,0,0.930374,0.965530,0.040544,0.021405,True
a074461.jpg,train,0,0.871347,0.978462,0.051276,0.024080,True
a074461.jpg,train,0,0.815600,0.977570,0.051872,0.024972,True
a074470.jpg,train,0,0.063182,0.035229,0.036289,0.024972,True
a074470.jpg,train,0,0.115534,0.026979,0.041048,0.022742,True
a074470.jpg,train,0,0.171157,0.026756,0.034504,0.019621,True
a074470.jpg,train,1,0.211233,0.018116,0.040602,0.036232,False
a074470.jpg,train,1,0.778699,0.021014,0.059937,0.042028,False
a074506.jpg,train,0,0.059944,0.024808,0.037345,0.026087,True
a074506.jpg,train,0,0.117319,0.017136,0.047530,0.020972,True
a074506.jpg,train,0,0.172657,0.018926,0.048209,0.023529,True
a074553.jpg,train,0,0.829263,0.963790,0.066664,0.037904,True
a074553.jpg,train,0,0.891122,0.972709,0.053452,0.033445,True
a074553.jpg,train,0,0.946676,0.960892,0.030029,0.032107,True
a074553.jpg,train,1,0.184618,0.030797,0.040014,0.029710,False
a074553.jpg,train,1,0.772428,0.029710,0.048797,0.030435,False
a074645.jpg,train,0,0.057571,0.045485,0.043757,0.024080,True
a074645.jpg,train,0,0.112268,0.029097,0.069283,0.031438,True
a074645.jpg,train,0,0.174258,0.034448,0.058343,0.038127,True
a108115.jpg,train,0,0.981304,0.110248,0.030410,0.039130,True
a108118.jpg,train,0,0.978237,0.114783,0.043526,0.069565,True
a108118.jpg,train,1,0.867854,0.988116,0.035105,0.023768,False
a108139.jpg,train,0,0.127050,0.023274,0.056969,0.028133,True
a108139.jpg,train,1,0.599687,0.022742,0.047243,0.016054,False
a108177.jpg,train,0,0.107012,0.012422,0.048661,0.017888,True
a108177.jpg,train,1,0.514300,0.018634,0.050261,0.027329,False
a108177.jpg,train,1,0.891254,0.012008,0.038838,0.019048,False
a108177.jpg,train,1,0.976132,0.972621,0.019190,0.016894,False
a108177.jpg,train,1,0.936038,0.982807,0.032212,0.016398,False
a108179.jpg,train,0,0.107429,0.011765,0.040123,0.017391,True
a108179.jpg,train,1,0.697364,0.014130,0.053849,0.016667,False
a108179.jpg,train,1,0.478976,0.022464,0.045872,0.020290,False
a108179.jpg,train,1,0.884640,0.013406,0.035899,0.012319,False
a108179.jpg,train,1,0.966905,0.970707,0.023185,0.015761,False
a108179.jpg,train,1,0.923153,0.981304,0.032908,0.015217,False
a108576.jpg,train,0,0.898713,0.973152,0.046264,0.026087,True
a108576.jpg,train,1,0.637453,0.974114,0.037654,0.024749,False
a108714.jpg,train,1,0.471024,0.019876,0.062341,0.017391,False
a135237.jpg,train,0,0.025442,0.877793,0.031594,0.075585,True
a135237.jpg,train,0,0.038808,0.960067,0.015554,0.022074,True
a135553.jpg,train,0,0.092013,0.023843,0.043730,0.019635,True
a135553.jpg,train,0,0.150319,0.023001,0.039127,0.017952,True
a135553.jpg,train,0,0.209777,0.021599,0.047566,0.018513,True
a135553.jpg,train,0,0.051352,0.033661,0.022249,0.014586,True
a135553.jpg,train,1,0.820450,0.031652,0.045663,0.043826,False
a135553.jpg,train,1,0.182115,0.030957,0.051371,0.041043,False
a135730.jpg,train,0,0.057462,0.029249,0.023010,0.017391,True
a135730.jpg,train,0,0.101684,0.019236,0.042424,0.016337,True
a135730.jpg,train,0,0.158490,0.018709,0.048177,0.013175,True
a135730.jpg,train,0,0.212779,0.018709,0.041705,0.014229,True
a135730.jpg,train,1,0.854254,0.027536,0.036582,0.028986,False
a135817.jpg,train,0,0.036552,0.031884,0.029171,0.018445,True
a135817.jpg,train,0,0.082926,0.021080,0.041139,0.016864,True
a135817.jpg,train,0,0.140146,0.021871,0.041886,0.016337,True
a135817.jpg,train,0,0.199984,0.020290,0.041886,0.017391,True
a135817.jpg,train,1,0.857253,0.025692,0.043756,0.051383,False
a135817.jpg,train,1,0.148736,0.024111,0.056098,0.048221,False
a140326.jpg,train,0,0.974206,0.046823,0.019521,0.026756,True
a140326.jpg,train,0,0.983723,0.083946,0.023913,0.058194,True
a140326.jpg,train,0,0.983479,0.143813,0.019521,0.062876,True
a140326.jpg,train,0,0.983479,0.197993,0.023425,0.056187,True
a140346.jpg,train,0,0.795101,0.974710,0.066541,0.026812,True
a140346.jpg,train,0,0.863960,0.977609,0.055451,0.026812,True
a140346.jpg,train,0,0.920923,0.978333,0.056459,0.025362,True
a140346.jpg,train,0,0.956714,0.966015,0.033270,0.021014,True
b007554l.jpg,train,0,0.033001,0.007804,0.026726,0.015608,True
b007554l.jpg,train,0,0.070120,0.005574,0.030884,0.011148,True
b007554l.jpg,train,0,0.112288,0.006243,0.032071,0.012486,True
b007554l.jpg,train,0,0.152377,0.006689,0.031477,0.013378,True
b007554l.jpg,train,1,0.026525,0.505031,0.031435,0.026708,False
b009862l.jpg,train,0,0.990894,0.150311,0.013880,0.032298,True
b009862l.jpg,train,0,0.992845,0.104348,0.013446,0.027329,True
b009862l.jpg,train,0,0.993279,0.063043,0.009976,0.026708,True
b009862l.jpg,train,0,0.987640,0.030435,0.018651,0.018634,True
b009947l.jpg,train,0,0.959019,0.978291,0.031888,0.014993,True
b009947l.jpg,train,0,0.923639,0.986132,0.035888,0.016054,True
b009947l.jpg,train,0,0.882304,0.987023,0.035247,0.018729,True
b009947l.jpg,train,0,0.838725,0.986577,0.036529,0.020513,True
b022632.jpg,train,0,0.184109,0.026409,0.023999,0.018035,True
b022632.jpg,train,0,0.148938,0.025443,0.021517,0.022544,True
b022632.jpg,train,0,0.118732,0.026409,0.020689,0.024477,True
b022632.jpg,train,0,0.085629,0.025765,0.027310,0.027053,True
b022672.jpg,train,1,0.471492,0.048082,0.027453,0.026598,False
b022921.jpg,train,0,0.924876,0.967536,0.029289,0.020959,True
b022921.jpg,train,0,0.890315,0.967090,0.023432,0.026310,True
b022921.jpg,train,0,0.856339,0.965307,0.025775,0.024526,True
b022921.jpg,train,0,0.820606,0.965976,0.030461,0.024972,True
b022921.jpg,train,1,0.205666,0.036870,0.091383,0.037565,False
b022921.jpg,train,1,0.795542,0.042783,0.083158,0.038261,False
b023079.jpg,train,0,0.045838,0.031215,0.026996,0.017837,True
b023079.jpg,train,0,0.069234,0.030769,0.024596,0.018729,True
b023079.jpg,train,0,0.091131,0.031438,0.025196,0.021851,True
b023079.jpg,train,0,0.115427,0.032553,0.022197,0.018729,True
b023079.jpg,train,1,0.052366,0.932354,0.037111,0.017391,False
b023316.jpg,train,0,0.066275,0.019398,0.029713,0.017391,True
b023316.jpg,train,0,0.100357,0.020736,0.026800,0.017391,True
b023316.jpg,train,0,0.134439,0.022297,0.029713,0.017837,True
b023316.jpg,train,0,0.167647,0.020290,0.021556,0.015608,True
b023316.jpg,train,1,0.190184,0.032348,0.050896,0.039652,False
b023316.jpg,train,1,0.835016,0.041739,0.039081,0.047304,False
b032262.jpg,train,0,0.146509,0.018952,0.035178,0.014716,True
b032262.jpg,train,0,0.106264,0.019398,0.032196,0.015608,True
b032262.jpg,train,0,0.064528,0.018283,0.036966,0.016054,True
b032262.jpg,train,0,0.026965,0.025418,0.020272,0.015162,True
b032262.jpg,train,1,0.967638,0.477770,0.014906,0.013378,False
b032262.jpg,train,1,0.968235,0.438974,0.014906,0.014270,False
b032262.jpg,train,1,0.967638,0.405753,0.014906,0.012932,False
b032296.jpg,train,0,0.112880,0.022661,0.040892,0.016864,True
b032296.jpg,train,0,0.071283,0.022661,0.035251,0.016864,True
b032296.jpg,train,0,0.032859,0.029513,0.021856,0.015810,True
b038467.jpg,train,0,0.028388,0.960936,0.014908,0.019175,True
b038467.jpg,train,0,0.021265,0.920357,0.019215,0.037904,True
b038467.jpg,train,0,0.019774,0.879554,0.018884,0.032107,True
b038467.jpg,train,1,0.973910,0.183982,0.024481,0.093364,False
b038467.jpg,train,1,0.966599,0.956120,0.009607,0.016499,False
b038475.jpg,train,1,0.174030,0.028094,0.080133,0.016054,False
b038475.jpg,train,1,0.830577,0.028094,0.089136,0.021405,False
b038488.jpg,train,1,0.845320,0.029217,0.093072,0.031304,False
b038488.jpg,train,1,0.175919,0.025739,0.095458,0.031304,False
b047987.jpg,train,1,0.149098,0.050957,0.044957,0.036522,False
b049288.jpg,train,,,,,,True
b049478.jpg,train,0,0.985145,0.066425,0.015319,0.027536,True
b049478.jpg,train,0,0.978580,0.035749,0.018966,0.023188,True
b049488.jpg,train,0,0.975298,0.031159,0.013036,0.023188,True
b049488.jpg,train,0,0.984804,0.066304,0.013579,0.032609,True
b051490.jpg,train,0,0.969265,0.985195,0.028587,0.023634,True
b051490.jpg,train,1,0.024929,0.494435,0.049858,0.033043,False
b051490.jpg,train,1,0.976697,0.511826,0.046606,0.040000,False
b052161.jpg,train,0,0.035570,0.020736,0.024972,0.016499,True
b052161.jpg,train,0,0.074515,0.012040,0.035080,0.018729,True
b052161.jpg,train,0,0.117919,0.014493,0.036269,0.019175,True
b052161.jpg,train,1,0.969387,0.536990,0.031215,0.021405,False
b052161.jpg,train,1,0.021249,0.540669,0.030323,0.018060,False
b052180.jpg,train,0,0.021361,0.024080,0.027488,0.017837,True
b052180.jpg,train,0,0.062892,0.019621,0.035256,0.023188,True
b052180.jpg,train,0,0.105617,0.021628,0.039439,0.023634,True
b052180.jpg,train,1,0.840091,0.025725,0.052436,0.048551,False
b052180.jpg,train,1,0.168715,0.028623,0.050494,0.042754,False
b052190.jpg,train,0,0.030353,0.020959,0.027992,0.024080,True
b052190.jpg,train,1,0.172817,0.977666,0.040342,0.037529,False
b052190.jpg,train,1,0.836012,0.977666,0.046454,0.041190,False
b053374.jpg,train,0,0.027773,0.974002,0.017304,0.018729,True
b053378.jpg,train,0,0.976294,0.984036,0.022721,0.016499,True
b053378.jpg,train,0,0.935512,0.991683,0.037869,0.016633,True
b053378.jpg,train,0,0.891817,0.991237,0.049521,0.017525,True
b054964.jpg,train,0,0.038989,0.024749,0.023305,0.015608,True
b054964.jpg,train,0,0.082312,0.014716,0.037049,0.015162,True
b054964.jpg,train,0,0.124739,0.015162,0.035854,0.013378,True
b054964.jpg,train,1,0.171867,0.977217,0.074576,0.045565,False
b054964.jpg,train,1,0.810422,0.980696,0.065254,0.038608,False
b060698.jpg,train,,,,,,True
b061059.jpg,train,0,0.013055,0.881695,0.011706,0.035674,True
b061059.jpg,train,0,0.014392,0.920045,0.015719,0.023188,True
b061059.jpg,train,0,0.012553,0.942787,0.014716,0.024080,True
b061086.jpg,train,0,0.011911,0.887938,0.016361,0.027648,True
b061086.jpg,train,0,0.012579,0.920491,0.014357,0.024080,True
b061086.jpg,train,0,0.011076,0.943456,0.012688,0.027202,True
b062917.jpg,train,0,0.990141,0.112152,0.011725,0.025418,True
b062917.jpg,train,0,0.992151,0.073802,0.011055,0.019175,True
b062917.jpg,train,0,0.992486,0.052843,0.012395,0.020959,True
b063763.jpg,train,,,,,,True
b065270.jpg,train,0,0.040241,0.030100,0.029462,0.017391,True
b065270.jpg,train,0,0.083532,0.023411,0.036677,0.016499,True
b065270.jpg,train,0,0.124117,0.022965,0.034873,0.015608,True
b065512.jpg,train,0,0.030320,0.959510,0.015884,0.026310,True
b065512.jpg,train,0,0.024032,0.923835,0.015222,0.030769,True
b065512.jpg,train,0,0.023370,0.883478,0.013899,0.032107,True
b065852.jpg,train,0,0.889341,0.982921,0.022861,0.017837,True
b065852.jpg,train,0,0.923632,0.980245,0.022861,0.020513,True
b065852.jpg,train,0,0.947996,0.980914,0.025869,0.019175,True
b065994.jpg,train,0,0.983767,0.069788,0.020265,0.028986,True
b066130.jpg,train,0,0.014041,0.938774,0.017880,0.022297,True
b066130.jpg,train,0,0.015365,0.912687,0.023177,0.028986,True
b066130.jpg,train,0,0.014041,0.880357,0.019204,0.031215,True
b066130.jpg,train,1,0.045719,0.549565,0.030991,0.048696,False
b066424.jpg,train,0,0.051879,0.014270,0.033910,0.016054,True
b066424.jpg,train,0,0.091737,0.015608,0.029150,0.018729,True
b066424.jpg,train,0,0.126539,0.016276,0.034504,0.020959,True
b066698.jpg,train,0,0.014558,0.874976,0.019861,0.029952,True
b066698.jpg,train,0,0.016544,0.909275,0.023833,0.026087,True
b066698.jpg,train,0,0.015642,0.937536,0.021306,0.026570,True
b066811.jpg,train,,,,,,True
b066870.jpg,train,,,,,,True
b069708.jpg,train,,,,,,True
b069798.jpg,train,0,0.022068,0.969766,0.016953,0.022742,True
b069798.jpg,train,0,0.015587,0.910234,0.019279,0.032107,True
b069798.jpg,train,0,0.015587,0.882586,0.025928,0.026756,True
b069798.jpg,train,0,0.012429,0.849588,0.021606,0.032107,True
b069798.jpg,train,1,0.917446,0.949258,0.027453,0.023529,False
b069800.jpg,train,0,0.018517,0.969989,0.014634,0.019621,True
b069800.jpg,train,0,0.014526,0.908896,0.021286,0.030323,True
b069800.jpg,train,0,0.012198,0.885039,0.020621,0.019175,True
b069800.jpg,train,0,0.015357,0.850256,0.024279,0.027202,True
b074004.jpg,train,0,0.030353,0.020067,0.031565,0.019621,True
b074004.jpg,train,0,0.066385,0.010479,0.039307,0.018283,True
b074004.jpg,train,0,0.108075,0.011371,0.030969,0.018283,True
b074066.jpg,train,0,0.956958,0.969989,0.024189,0.019621,True
b074066.jpg,train,0,0.923329,0.974894,0.031269,0.015162,True
b074066.jpg,train,0,0.879670,0.974671,0.033629,0.016499,True
b074066.jpg,train,0,0.838961,0.974448,0.032449,0.016945,True
b074066.jpg,train,1,0.955571,0.499437,0.025716,0.022506,False
b074066.jpg,train,1,0.041961,0.517852,0.039251,0.034783,False
b074074.jpg,train,0,0.984154,0.050167,0.011793,0.028986,True
b074149.jpg,train,0,0.933429,0.975117,0.033186,0.023634,True
b074149.jpg,train,0,0.899947,0.974448,0.024297,0.019621,True
b074149.jpg,train,0,0.878910,0.974894,0.027260,0.024080,True
b074149.jpg,train,1,0.235837,0.872696,0.053156,0.034783,False
b074149.jpg,train,1,0.218715,0.896130,0.037401,0.026174,False
b074149.jpg,train,1,0.669309,0.873261,0.049112,0.029710,False
b074149.jpg,train,1,0.653901,0.911304,0.052964,0.031884,False
b074268.jpg,train,0,0.088662,0.019627,0.034035,0.018385,True
b074268.jpg,train,0,0.132843,0.020373,0.034690,0.019876,True
b074268.jpg,train,0,0.049064,0.028323,0.025527,0.017888,True
b074949.jpg,train,0,0.045678,0.014716,0.029729,0.017837,True
b074949.jpg,train,0,0.089082,0.014493,0.033296,0.016499,True
b074949.jpg,train,0,0.133972,0.014939,0.036269,0.017391,True
b083666.jpg,train,0,0.019050,0.022965,0.019545,0.018283,True
b083666.jpg,train,0,0.061397,0.015608,0.022506,0.014270,True
b083666.jpg,train,0,0.102560,0.014047,0.032575,0.015608,True
b083666.jpg,train,1,0.812904,0.025629,0.031609,0.043936,False
b083666.jpg,train,1,0.486485,0.017391,0.044981,0.031121,False
b083666.jpg,train,1,0.445150,0.017391,0.052276,0.034782,False
b083666.jpg,train,1,0.192282,0.016934,0.027961,0.033867,False
b083666.jpg,train,1,0.097165,0.026783,0.041577,0.034087,False
b088627.jpg,train,0,0.037510,0.025195,0.023073,0.017391,True
b088627.jpg,train,0,0.080994,0.014047,0.029581,0.016499,True
b088627.jpg,train,0,0.123886,0.015162,0.037272,0.016054,True
b088627.jpg,train,1,0.850629,0.028986,0.035037,0.037359,False
b088627.jpg,train,1,0.132801,0.026731,0.047001,0.035427,False
b088631.jpg,train,0,0.036942,0.024749,0.028164,0.018283,True
b088631.jpg,train,0,0.080386,0.014716,0.028763,0.015162,True
b088631.jpg,train,0,0.123531,0.016722,0.033557,0.018283,True
b088631.jpg,train,1,0.829791,0.032892,0.027435,0.046125,False
b088631.jpg,train,1,0.101252,0.027599,0.025402,0.052174,False
b089114.jpg,train,0,0.962131,0.970212,0.027381,0.019175,True
b089114.jpg,train,0,0.917786,0.983144,0.031548,0.018283,True
b089114.jpg,train,0,0.874929,0.982921,0.035119,0.017837,True
b089114.jpg,train,1,0.129037,0.977391,0.051071,0.041739,False
b092822.jpg,train,0,0.022453,0.967313,0.016797,0.021405,True
b092822.jpg,train,0,0.014726,0.920936,0.017469,0.032107,True
b092822.jpg,train,0,0.014558,0.883478,0.015789,0.028540,True
b092824.jpg,train,0,0.022545,0.969291,0.025772,0.021510,True
b092824.jpg,train,0,0.012064,0.924668,0.013745,0.029291,True
b092824.jpg,train,0,0.013610,0.884851,0.021649,0.037529,True
b092850.jpg,train,0,0.014337,0.883142,0.015873,0.028050,True
b092850.jpg,train,0,0.013919,0.919327,0.015873,0.026367,True
b092850.jpg,train,0,0.024571,0.968696,0.016291,0.023001,True
b092850.jpg,train,1,0.015309,0.811304,0.027193,0.085217,False
b092850.jpg,train,1,0.015100,0.166087,0.030200,0.095652,False
b093256.jpg,train,0,0.020400,0.987380,0.013524,0.024972,True
b093256.jpg,train,1,0.988727,0.110435,0.022546,0.040000,False
b093256.jpg,train,1,0.489577,0.015652,0.018837,0.031304,False
b093869.jpg,train,0,0.971194,0.978239,0.026875,0.020959,True
b093869.jpg,train,0,0.926103,0.989387,0.032250,0.017391,True
b093869.jpg,train,0,0.883102,0.990725,0.037028,0.014716,True
b093869.jpg,train,1,0.843524,0.022101,0.033967,0.035507,False
b093887.jpg,train,0,0.992508,0.067336,0.014984,0.029431,True
b093887.jpg,train,0,0.991353,0.110145,0.016009,0.027648,True
b093887.jpg,train,1,0.982960,0.884000,0.034080,0.053913,False
b093887.jpg,train,1,0.981196,0.092271,0.037607,0.051208,False
b096202.jpg,train,0,0.024983,0.021182,0.023757,0.019175,True
b096202.jpg,train,0,0.067448,0.013824,0.031477,0.015162,True
b096202.jpg,train,0,0.111694,0.013601,0.033259,0.014716,True
b097484.jpg,train,0,0.041333,0.024749,0.027532,0.018283,True
b097484.jpg,train,1,0.964225,0.498261,0.045691,0.029565,False
b099757.jpg,train,0,0.055932,0.006912,0.028959,0.012040,True
b099757.jpg,train,0,0.100294,0.006020,0.026494,0.012040,True
b099757.jpg,train,1,0.842900,0.023478,0.064879,0.046956,False
b099757.jpg,train,1,0.327469,0.012174,0.038447,0.024348,False
b099757.jpg,train,1,0.089577,0.025217,0.043253,0.050434,False
b105175.jpg,train,0,0.872831,0.965084,0.028877,0.022297,True
b105175.jpg,train,0,0.905834,0.965976,0.025341,0.020513,True
b105175.jpg,train,0,0.930586,0.966867,0.024163,0.016945,True
b107029.jpg,train,0,0.035695,0.030992,0.029499,0.014716,True
b107029.jpg,train,0,0.072864,0.023857,0.034219,0.015608,True
b107029.jpg,train,0,0.110034,0.024303,0.042479,0.021851,True
b107029.jpg,train,0,0.148973,0.026087,0.029499,0.018283,True
b152775.jpg,train,0,0.056837,0.028540,0.025300,0.017837,True
b152775.jpg,train,1,0.047272,0.520000,0.043598,0.038261,False
