image_filename,super_category,fine_category,x_center,y_center,width,height,rotation_angle
a135686.jpg,noise,none,0.152211,0.043750,0.049397,0.033333,180
a135694.jpg,noise,none,0.919874,0.973125,0.072947,0.052917,0
a135705.jpg,noise,none,0.901826,0.982708,0.049087,0.032917,0
a135705.jpg,noise,none,0.862443,0.982917,0.050228,0.033333,0
a135756.jpg,noise,none,0.161825,0.025625,0.049390,0.029583,180
a135821.jpg,noise,none,0.970368,0.022708,0.059264,0.045417,270
a135821.jpg,noise,none,0.120253,0.056667,0.049482,0.030000,0
a135864.jpg,noise,none,0.978121,0.977500,0.043757,0.031667,270
a140338.jpg,noise,none,0.111238,0.022292,0.082145,0.044583,180
a140338.jpg,noise,none,0.974044,0.862708,0.051911,0.048750,270
a140339.jpg,noise,none,0.959272,0.020417,0.064125,0.040833,270
b003337l.jpg,noise,none,0.010000,0.431859,0.020000,0.050807,90
b003337l.jpg,noise,none,0.979583,0.864017,0.040833,0.060371,270
b003337l.jpg,noise,none,0.980000,0.899283,0.040000,0.056784,270
b003337l.jpg,noise,none,0.010208,0.401973,0.020417,0.052002,90
b003337l.jpg,noise,none,0.011458,0.196653,0.022917,0.051405,90
b003344l.jpg,noise,none,0.978542,0.901855,0.042917,0.059844,270
b003344l.jpg,noise,none,0.984375,0.128965,0.031250,0.046080,270
b007565l.jpg,noise,none,0.014821,0.990000,0.029642,0.020000,0
b007567l.jpg,noise,none,0.009583,0.984140,0.019167,0.031720,0
b007586l.jpg,noise,none,0.013542,0.913553,0.027083,0.055772,90
b007591l.jpg,noise,none,0.012708,0.522112,0.025417,0.049198,0
b007591l.jpg,noise,none,0.010625,0.423715,0.021250,0.050304,0
b007591l.jpg,noise,none,0.012500,0.456329,0.025000,0.056938,0
b007591l.jpg,noise,none,0.492083,0.967662,0.052500,0.058043,0
b007592l.jpg,noise,none,0.990625,0.497211,0.018750,0.056330,0
b007616l.jpg,noise,none,0.991458,0.038224,0.017083,0.051714,90
b007616l.jpg,noise,none,0.990208,0.986790,0.019583,0.026419,0
b007616l.jpg,noise,none,0.991458,0.150084,0.017083,0.051714,270
b007621l.jpg,noise,none,0.009375,0.881682,0.018750,0.061804,90
b007621l.jpg,noise,none,0.989792,0.985245,0.020417,0.029510,270
b007621l.jpg,noise,none,0.010417,0.988029,0.020833,0.023942,0
b007621l.jpg,noise,none,0.009167,0.821269,0.018333,0.059020,270
b009914l.jpg,noise,none,0.988958,0.325526,0.022083,0.078078,270
b009914l.jpg,noise,none,0.990000,0.357057,0.020000,0.075075,270
b009914l.jpg,noise,none,0.988333,0.615015,0.023333,0.076877,270
b009917l.jpg,noise,none,0.991458,0.319284,0.017083,0.062462,270
b009917l.jpg,noise,none,0.987500,0.330503,0.025000,0.086113,270
b009917l.jpg,noise,none,0.991667,0.286234,0.016667,0.043663,180
b009917l.jpg,noise,none,0.989792,0.352941,0.020417,0.084900,270
b011751l.jpg,noise,none,0.982218,0.103958,0.035564,0.031250,270
b013754l.jpg,noise,none,0.012318,0.985625,0.024636,0.028750,0
b013754l.jpg,noise,none,0.983203,0.977917,0.033595,0.036667,0
b014981l.jpg,noise,none,0.667877,0.007500,0.049721,0.015000,180
b014984l.jpg,noise,none,0.890285,0.983958,0.075377,0.032083,0
b014986l.jpg,noise,none,0.758669,0.982083,0.083333,0.035833,0
b014986l.jpg,noise,none,0.014821,0.976875,0.029642,0.037083,0
b014986l.jpg,noise,none,0.989933,0.983333,0.020134,0.033333,180
b022555.jpg,noise,none,0.968281,0.971250,0.049596,0.035833,0
b022676.jpg,noise,none,0.972558,0.980833,0.048299,0.034167,0
b022696.jpg,noise,none,0.087917,0.036051,0.042500,0.039933,180
b022696.jpg,noise,none,0.040208,0.034664,0.034583,0.044925,180
b022723.jpg,noise,none,0.026458,0.163408,0.052917,0.075419,90
b022740.jpg,noise,none,0.167308,0.022708,0.051099,0.036250,180
b022743.jpg,noise,none,0.029167,0.966280,0.056667,0.057490,0
b022743.jpg,noise,none,0.028542,0.889442,0.049583,0.064124,90
b022743.jpg,noise,none,0.985417,0.079326,0.029167,0.045882,270
b022743.jpg,noise,none,0.984583,0.113599,0.030833,0.046987,270
b022836.jpg,noise,none,0.031875,0.902280,0.050417,0.059718,90
b022859.jpg,noise,none,0.895285,0.045417,0.054825,0.032500,180
b022878.jpg,noise,none,0.030370,0.023333,0.044174,0.034167,180
b022878.jpg,noise,none,0.170072,0.038750,0.051905,0.035000,180
b022886.jpg,noise,none,0.010208,0.012619,0.020417,0.025238,0
b023033.jpg,noise,none,0.896064,0.988125,0.060421,0.023750,0
b023205.jpg,noise,none,0.869506,0.022500,0.045035,0.031667,180
b023211.jpg,noise,none,0.033125,0.035239,0.032917,0.042730,180
b023285.jpg,noise,none,0.170201,0.022708,0.049107,0.032917,180
b023320.jpg,noise,none,0.052083,0.938337,0.037500,0.049665,90
b023320.jpg,noise,none,0.972708,0.036830,0.031250,0.040179,270
b023321.jpg,noise,none,0.893890,0.033125,0.061648,0.037083,180
b023324.jpg,noise,none,0.073243,0.518958,0.051351,0.042083,90
b023329.jpg,noise,none,0.023750,0.093197,0.035833,0.051438,90
b024986.jpg,noise,none,0.953333,0.026461,0.035833,0.041896,180
b024986.jpg,noise,none,0.927708,0.026185,0.033750,0.041345,180
b024986.jpg,noise,none,0.026042,0.030320,0.039583,0.050717,180
a017135.jpg,notch,semicircle,0.834182,0.971250,0.055461,0.026667,0
a017135.jpg,notch,semicircle,0.892190,0.971042,0.059423,0.026250,0
a017169.jpg,notch,semicircle,0.187991,0.020417,0.048260,0.026667,180
a017169.jpg,notch,semicircle,0.129068,0.020000,0.051627,0.027500,180
a017176.jpg,notch,semicircle,0.855741,0.968333,0.058894,0.030833,0
a017176.jpg,notch,semicircle,0.913742,0.967708,0.063058,0.032917,0
a017200.jpg,notch,semicircle,0.829169,0.971458,0.056944,0.033750,0
a017200.jpg,notch,semicircle,0.888146,0.971250,0.056363,0.031667,0
a017345.jpg,notch,semicircle,0.889555,0.969167,0.061073,0.036667,0
a017345.jpg,notch,semicircle,0.829053,0.969583,0.063356,0.039167,0
a017346.jpg,notch,semicircle,0.024375,0.892427,0.030417,0.054504,90
a017346.jpg,notch,semicircle,0.023542,0.833907,0.031250,0.052209,90
a017585.jpg,notch,semicircle,0.896280,0.973125,0.043968,0.023750,0
a017585.jpg,notch,semicircle,0.840474,0.972708,0.052988,0.029583,0
a017601.jpg,notch,semicircle,0.166381,0.026458,0.045091,0.022917,180
a017601.jpg,notch,semicircle,0.111016,0.026458,0.047374,0.023750,180
a017601.jpg,notch,semicircle,0.111872,0.025833,0.057078,0.030833,180
a017601.jpg,notch,semicircle,0.164954,0.026042,0.059361,0.031250,180
a017612.jpg,notch,semicircle,0.105202,0.026667,0.052023,0.025833,180
a017612.jpg,notch,semicircle,0.163584,0.027292,0.055491,0.026250,180
a028390.jpg,notch,semicircle,0.157593,0.034583,0.045845,0.023333,180
a028390.jpg,notch,semicircle,0.098854,0.035417,0.049857,0.023333,180
a036659.jpg,notch,semicircle,0.132070,0.025625,0.066176,0.032083,180
a036659.jpg,notch,semicircle,0.188631,0.025417,0.065045,0.032500,180
a074344.jpg,notch,semicircle,0.021875,0.894783,0.024583,0.051594,90
a074347.jpg,notch,semicircle,0.110160,0.026667,0.051370,0.023333,180
a108101.jpg,notch,semicircle,0.977500,0.113964,0.027500,0.046740,270
a108103.jpg,notch,semicircle,0.122178,0.027917,0.049097,0.022500,180
a108104.jpg,notch,semicircle,0.123506,0.022500,0.047809,0.022500,180
a108115.jpg,notch,semicircle,0.977917,0.109954,0.036667,0.050926,270
a108118.jpg,notch,semicircle,0.977292,0.110092,0.035417,0.052752,270
a108123.jpg,notch,semicircle,0.978958,0.114458,0.034583,0.047619,270
a108139.jpg,notch,semicircle,0.125637,0.023958,0.062252,0.032917,180
a108140.jpg,notch,semicircle,0.119088,0.022292,0.047863,0.022917,180
a108177.jpg,notch,semicircle,0.106609,0.012917,0.059195,0.025833,180
a108179.jpg,notch,semicircle,0.106651,0.012917,0.051606,0.025833,180
a135242.jpg,notch,semicircle,0.125711,0.024792,0.064846,0.027917,180
a140303.jpg,notch,semicircle,0.930548,0.980625,0.066282,0.031250,0
a140321.jpg,notch,semicircle,0.862644,0.975000,0.064368,0.035833,0
a140321.jpg,notch,semicircle,0.923276,0.977500,0.067241,0.035000,0
a140321.jpg,notch,semicircle,0.798276,0.974375,0.072414,0.037083,0
a140326.jpg,notch,semicircle,0.983958,0.082239,0.032083,0.071959,270
a140338.jpg,notch,semicircle,0.862807,0.983958,0.053052,0.028750,0
a140338.jpg,notch,semicircle,0.922704,0.984167,0.051911,0.026667,0
a140338.jpg,notch,semicircle,0.800627,0.983333,0.061038,0.029167,0
a140339.jpg,notch,semicircle,0.801560,0.984583,0.062969,0.030000,0
a140339.jpg,notch,semicircle,0.865107,0.985208,0.053726,0.028750,0
a140339.jpg,notch,semicircle,0.927210,0.985625,0.055459,0.028750,0
a140346.jpg,notch,semicircle,0.921449,0.976875,0.068986,0.032917,0
a140346.jpg,notch,semicircle,0.860000,0.976667,0.067826,0.034167,0
a140346.jpg,notch,semicircle,0.796232,0.975833,0.075942,0.035000,0
b011751l.jpg,notch,semicircle,0.049126,0.090417,0.044002,0.020000,180
b011751l.jpg,notch,semicircle,0.093731,0.091458,0.040386,0.019583,180
b011751l.jpg,notch,semicircle,0.140747,0.091458,0.045208,0.020417,180
b011791l.jpg,notch,semicircle,0.141095,0.092292,0.041516,0.022083,180
b011791l.jpg,notch,semicircle,0.096871,0.091458,0.040915,0.020417,180
b011791l.jpg,notch,semicircle,0.054452,0.090417,0.039110,0.020833,180
b011791l.jpg,notch,semicircle,0.188628,0.091875,0.049940,0.022083,180
b013385l.jpg,notch,semicircle,0.050208,0.082708,0.049317,0.023750,180
b013385l.jpg,notch,semicircle,0.096554,0.083125,0.040998,0.021250,180
b013385l.jpg,notch,semicircle,0.143197,0.083542,0.045157,0.020417,180
b014996l.jpg,notch,semicircle,0.084076,0.010625,0.056793,0.021250,180
b014996l.jpg,notch,semicircle,0.127784,0.010417,0.051782,0.020833,180
b014996l.jpg,notch,semicircle,0.039811,0.010625,0.058463,0.021250,180
b022859.jpg,notch,semicircle,0.894189,0.044792,0.035088,0.016250,180
b023255.jpg,notch,semicircle,0.058250,0.024792,0.044036,0.018750,180
b024149.jpg,notch,semicircle,0.864984,0.976875,0.029638,0.021250,0
b024149.jpg,notch,semicircle,0.906422,0.976875,0.030187,0.021250,0
b024986.jpg,notch,semicircle,0.987083,0.082966,0.015833,0.029217,270
b024986.jpg,notch,semicircle,0.986875,0.122381,0.018750,0.035281,270
b029941.jpg,notch,semicircle,0.924183,0.972708,0.042277,0.027917,0
b029941.jpg,notch,semicircle,0.881905,0.973958,0.041150,0.027083,0
b032325.jpg,notch,semicircle,0.084120,0.021042,0.034981,0.017917,180
b032325.jpg,notch,semicircle,0.127152,0.021250,0.032204,0.018333,180
b049458.jpg,notch,semicircle,0.925608,0.975000,0.033739,0.022500,0
b049458.jpg,notch,semicircle,0.882743,0.973333,0.042035,0.029167,0
b052158.jpg,notch,semicircle,0.073448,0.012083,0.040466,0.020833,180
b052158.jpg,notch,semicircle,0.117517,0.012708,0.042129,0.022083,180
b052161.jpg,notch,semicircle,0.075556,0.013958,0.047778,0.027917,180
b052161.jpg,notch,semicircle,0.117222,0.014167,0.048889,0.028333,180
b052167.jpg,notch,semicircle,0.989583,0.071112,0.020000,0.040398,270
b052167.jpg,notch,semicircle,0.989167,0.112894,0.020000,0.044272,270
b052187.jpg,notch,semicircle,0.072142,0.018333,0.035516,0.020833,180
b053378.jpg,notch,semicircle,0.937398,0.989167,0.051170,0.021667,0
b053378.jpg,notch,semicircle,0.892760,0.988542,0.060969,0.022917,0
b083666.jpg,notch,semicircle,0.101826,0.013542,0.044272,0.025417,180
b083666.jpg,notch,semicircle,0.061151,0.015000,0.033758,0.023333,180
b087660.jpg,notch,semicircle,0.037971,0.114792,0.028271,0.024583,90
b092822.jpg,notch,semicircle,0.013750,0.923396,0.027500,0.041482,90
b092822.jpg,notch,semicircle,0.013333,0.884679,0.026667,0.040376,90
b092824.jpg,notch,semicircle,0.013333,0.886238,0.024167,0.038846,90
b092824.jpg,notch,semicircle,0.011458,0.926471,0.018750,0.036071,90
b092824.jpg,notch,semicircle,0.015417,0.885960,0.030833,0.048280,90
b092824.jpg,notch,semicircle,0.012083,0.926748,0.024167,0.042175,90
b092835.jpg,notch,semicircle,0.016250,0.883204,0.021667,0.034483,90
b092835.jpg,notch,semicircle,0.015000,0.924917,0.021667,0.033370,90
b092841.jpg,notch,semicircle,0.928611,0.981667,0.031233,0.016667,0
b092841.jpg,notch,semicircle,0.886782,0.981042,0.034579,0.018750,0
b092847.jpg,notch,semicircle,0.925875,0.985833,0.032760,0.018333,0
b092847.jpg,notch,semicircle,0.884231,0.985625,0.036091,0.018750,0
b092850.jpg,notch,semicircle,0.013958,0.883044,0.024583,0.039172,90
b092850.jpg,notch,semicircle,0.013958,0.921377,0.023750,0.039731,90
b096202.jpg,notch,semicircle,0.069090,0.013750,0.044950,0.026667,180
b096202.jpg,notch,semicircle,0.112930,0.013958,0.050499,0.025417,180
b096241.jpg,notch,semicircle,0.881798,0.983542,0.039956,0.024583,0
b096241.jpg,notch,semicircle,0.923696,0.983750,0.033851,0.020833,0
b211706.jpg,notch,semicircle,0.923858,0.978958,0.040609,0.021250,0
b211707.jpg,notch,semicircle,0.085053,0.017500,0.045176,0.020833,180
b225757.jpg,notch,semicircle,0.018958,0.933553,0.027917,0.047227,90
b225757.jpg,notch,semicircle,0.019583,0.889347,0.031667,0.048874,90
b225757.jpg,notch,semicircle,0.021458,0.844591,0.033750,0.050522,90
b225790.jpg,notch,semicircle,0.890071,0.978542,0.051828,0.035417,0
b225790.jpg,notch,semicircle,0.933442,0.980208,0.052373,0.032917,0
b225790.jpg,notch,semicircle,0.844790,0.975833,0.051828,0.040000,0
b225796.jpg,notch,semicircle,0.943386,0.985000,0.040283,0.023333,0
b225796.jpg,notch,semicircle,0.855471,0.983958,0.044094,0.023750,0
b225796.jpg,notch,semicircle,0.900925,0.984167,0.040283,0.023333,0
b225801.jpg,notch,semicircle,0.945183,0.971875,0.040975,0.027083,0
b225820.jpg,notch,semicircle,0.942694,0.979167,0.040739,0.021667,0
b225820.jpg,notch,semicircle,0.900598,0.980208,0.044541,0.025417,0
b225820.jpg,notch,semicircle,0.855513,0.980000,0.043455,0.026667,0
b225821.jpg,notch,semicircle,0.934132,0.985833,0.043549,0.025833,0
b225821.jpg,notch,semicircle,0.891943,0.984375,0.045182,0.026250,0
b225821.jpg,notch,semicircle,0.845128,0.983750,0.045182,0.027500,0
b225823.jpg,notch,semicircle,0.942005,0.979167,0.040108,0.025000,0
b225823.jpg,notch,semicircle,0.855285,0.979583,0.043360,0.028333,0
b225823.jpg,notch,semicircle,0.898916,0.979167,0.040650,0.029167,0
b230856.jpg,notch,semicircle,0.980417,0.083016,0.020833,0.036473,270
b230856.jpg,notch,semicircle,0.980417,0.122210,0.020000,0.035384,270
b230873.jpg,notch,semicircle,0.073012,0.015625,0.030287,0.015417,180
b230873.jpg,notch,semicircle,0.111141,0.015417,0.026501,0.013333,180
b230878.jpg,notch,semicircle,0.118713,0.015625,0.026501,0.013750,180
b230878.jpg,notch,semicircle,0.079502,0.015417,0.030287,0.015000,180
b230883.jpg,notch,semicircle,0.052531,0.018333,0.037561,0.018333,180
b230883.jpg,notch,semicircle,0.096897,0.018958,0.037017,0.017917,180
b230914.jpg,notch,semicircle,0.013958,0.942865,0.017917,0.047567,90
b230914.jpg,notch,semicircle,0.013958,0.898305,0.018750,0.053581,90
b230920.jpg,notch,semicircle,0.113202,0.015625,0.027823,0.015417,180
b230920.jpg,notch,semicircle,0.073923,0.015833,0.031097,0.015833,180
b230923.jpg,notch,semicircle,0.076483,0.013333,0.032118,0.017500,180
b230923.jpg,notch,semicircle,0.116494,0.013333,0.030484,0.015833,180
b230943.jpg,notch,semicircle,0.121130,0.008333,0.035850,0.016667,180
b230943.jpg,notch,semicircle,0.083379,0.008333,0.034221,0.016667,180
b230948.jpg,notch,semicircle,0.114521,0.018125,0.047123,0.026250,180
b230948.jpg,notch,semicircle,0.075068,0.018125,0.046027,0.027083,180
b230949.jpg,notch,semicircle,0.071507,0.018958,0.035616,0.018750,180
b230949.jpg,notch,semicircle,0.112329,0.018542,0.036164,0.020417,180
b234981.jpg,notch,semicircle,0.977708,0.145125,0.026250,0.049582,270
b238197.jpg,notch,semicircle,0.974792,0.111326,0.032917,0.061326,270
